exp,dominant_species,myco,nutrient_av,CN,soil_other,x_c,rep_c,se_c,x_t,rep_t,se_t,,x_units,treatment,citation,response,lat,lon,elevation,mat,map,other_clim,soil_texture,ecosystem,experiment_type,community_type,sampling_depth,response_level,npk,disturbance_type,c_c,c_t,d_t,n_c,n_t,p_c,p_t,k_c,k_t,i_c,i_t,r_t1,r_t2,s_t,w_t1,w_t2,w_t3,sampling_year,start_year,duration,sd_c,sd_t,comments,db,plant_organ,growth_form,other_variables,treatment_duration,fumigation_type,i_t2,d_t3,age,d_t2,id,comments2, comments3,Sampling_date,wetness_index,period
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,1,3,NA,1,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2003,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27364,NA,NA,01-nov-03,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.7,3,NA,0.78,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27365,NA,NA,01-may-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.82,3,NA,0.82,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27366,NA,NA,01-jul-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.75,3,NA,0.97,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27367,NA,NA,01-nov-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.8,3,NA,0.85,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27368,NA,NA,01-may-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.9,3,NA,0.93,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27369,NA,NA,01-aug-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,0.89,3,NA,0.97,3,NA,,%,c,"liu_et_al.,_2007",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,NA,NA,"total_n_and_c_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,_wigan,_uk)",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27370,NA,NA,01-nov-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,3.12,3,0.26,3.53,3,0.2,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2003,1998,NA,0.45033321,0.346410162,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27372,NA,NA,01-nov-03,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,3.42,3,0.06,3.91,3,0.37,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2003,1998,NA,0.103923048,0.640858799,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27373,NA,NA,01-nov-03,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.86,3,0.1,3.2,3,0.24,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.173205081,0.415692194,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27374,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.93,3,0.08,4.03,3,0.27,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.138564065,0.467653718,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27375,NA,NA,01-jul-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.93,3,0.1,3.74,3,0.31,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.173205081,0.53693575,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27376,NA,NA,01-nov-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.9,3,0.15,3.57,3,0.29,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.259807621,0.502294734,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27377,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,3.49,3,0.23,4.18,3,0.52,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.398371686,0.90066642,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27378,NA,NA,01-aug-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,3.48,3,0.17,4.07,3,0.27,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.294448637,0.467653718,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27379,NA,NA,01-nov-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.19,3,0.2,2.74,3,0.07,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.346410162,0.121243557,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27380,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.56,3,0.12,2.86,3,0.09,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.207846097,0.155884573,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27381,NA,NA,01-jul-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.31,3,0.1,3.41,3,0.28,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,0.173205081,0.484974226,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27382,NA,NA,01-nov-04,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.48,3,0.11,3,3,0.18,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.190525589,0.311769145,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27383,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.78,3,0.31,3.21,3,0.16,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.53693575,0.277128129,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27384,NA,NA,01-aug-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.73,3,0.22,3.41,3,0.24,,g/m²,c,"liu_et_al.,_2009a",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.381051178,0.415692194,"litter_c_and_n_concentrations_were_analyzed_on_a_nc_2100_chn_auto-analyzer_(ce_instruments_ltd.,_hindley_green,wigan,_uk).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27385,NA,NA,01-nov-05,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.99,3,0.13,9.4,3,0.72,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2002,1998,NA,0.225166605,1.247076581,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27429,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,11.21,3,0.67,9.68,3,0.66,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2003,1998,NA,1.160474041,1.143153533,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27430,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.96,3,1.39,8.59,3,0.57,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,2.407550623,0.98726896,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27431,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.7,3,0.18,9.36,3,0.17,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2005,1998,NA,0.311769145,0.294448637,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27432,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.82,3,0.7,9.69,3,0.47,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2006,1998,NA,1.212435565,0.81406388,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27433,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,11.13,3,0.34,10.05,3,0.83,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2007,1998,NA,0.588897275,1.43760217,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27434,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.25,3,0.18,9.26,3,0.34,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2008,1998,NA,0.311769145,0.588897275,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27435,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,10.83,3,0.29,9.4,3,0.3,,mg/g,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1998,NA,0.502294734,0.519615242,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27436,NA,NA,NA,NA,NA
facts_ii_face3_ptbp_c,"populus_tremuloides,_betula_papyrifera",both,NA,13.2,NA,2.29,3,0.08,2.55,3,0.12,,g/m²,c,"talhelm_et_al.,_2012",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1998,NA,0.138564065,0.207846097,"the_samples_collected_from_throughout_the_growing_season_were_ground_and_used_to_create_a_biomass-weighted_composite_annual_sample_for_n_analysis_using_a_costech_(valencia,_ca)_elemental_combustion_system_4010._annual_leaf_nmass_(g_n_m-2)_was_calculated_b",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27437,NA,NA,NA,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,13.4,3,0.9,10.4,3,0.6,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1999,1998,NA,1.558845727,1.039230485,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27400,NA,NA,01-nov-99,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,14.6,3,0.8,11.4,3,0.4,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1999,1998,NA,1.385640646,0.692820323,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27401,NA,NA,01-dec-99,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,19.6,3,1.5,17.6,3,0.8,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2000,1998,NA,2.598076211,1.385640646,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27402,NA,NA,06-may-00,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,22,3,0.9,20.7,3,0.8,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1999,1998,NA,1.558845727,1.385640646,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27403,NA,NA,08-aug-00,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,29.5,3,2.1,21.9,3,0.9,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2000,1998,NA,3.637306696,1.558845727,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27404,NA,NA,04-nov-00,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,24.1,3,0.6,30.1,3,2,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2001,1998,NA,1.039230485,3.464101615,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27405,NA,NA,07-apr-01,NA,NA
facts_ii_face4_bp_c,betula_papyrifera,EcM,NA,13.2,NA,25.8,3,0.9,24.1,3,0.8,,mg/g,c,"parsons_et_al.,_2008",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2001,1998,NA,1.558845727,1.385640646,"fiberglass_bags_(1-mm_mesh,_17_cm_·_17_cm)_were_filled_with_aspen_or_birch_leaf_litter_(4–6_g_oven-dry_mass),_which_had_been_collected_(september_and_october,_1999)_from_the_aspen-birch_communities._labeled_bags_(520_per_species)_were_deployed_in_the_face",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27406,NA,NA,29-sep-01,NA,NA
facts_ii_face7_pooled_c,mixed_deciduous_stand,both,NA,13.2,NA,12691,3,NA,11956,3,NA,,µg/g,c,"zak_et_al.,_2007b",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,NA,NA,"analyzed_for_n_concentration_and_d15n_using_a_delta_plus_isotope_ratio_mass_spectrometer_(thermo-finnigan,_san_jose,_california,_usa)_interfaced_to_a_nc2500_elemental_analyzer_(ce_elantech,_lakewood,_new_jersey,_usa).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27438,NA,NA,01-jun-04,NA,NA
facts_ii_face7_pooled_c,mixed_deciduous_stand,both,NA,13.2,NA,8.41,3,NA,9.05,3,NA,,g/m²,c,"zak_et_al.,_2007b",leaf_litter_n,49.67,-89.57,490,11.5,833,NA,NA,tree_stand,NA,NA,NA,NA,0,NA,367,560,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,2004,1998,NA,NA,NA,"analyzed_for_n_concentration_and_d15n_using_a_delta_plus_isotope_ratio_mass_spectrometer_(thermo-finnigan,_san_jose,_california,_usa)_interfaced_to_a_nc2500_elemental_analyzer_(ce_elantech,_lakewood,_new_jersey,_usa).",pleco,NA,NA,NA,NA,NA,NA,NA,NA,NA,p27439,NA,NA,38139,NA,NA
