YEAR,DOY,CO2,PPT,PAR,AT,ST,VPD,SW,NDEP,NEP,GPP,NPP,CEX,CVOC,RECO,RAUTO,RLEAF,RWOOD,RROOT,RGROW,RHET,RSOIL,ET,T,ES,EC,RO,DRAIN,LE,SH,CL,CW,CCR,CFR,TNC,CFLIT,CFLITA,CFLITB,CCLITB,CSOIL,GL,GW,GCR,GR,GREPR,CLLFALL,CCRLIN,CFRLIN,CWIN,LAI,LMA,NCON,NCAN,NWOOD,NCR,NFR,NSTOR,NLIT,NRLIT,NDW,NSOIL,NPOOLM,NPOOLO,NFIX,NLITIN,NWLIN,NCRLIN,NFRLIN,NUP,NGMIN,NMIN,NVOL,NLEACH,NGL,NGW,NGCR,NGR,APARd,GCd,GAd,GBd,Betad,NLRETRANS,NWRETRANS,NCRRETRANS,NFRRETRANS,LAIpeak,NCANpeak,CLpeak,CFRpeak,CCRpeak,CWpeak,TNCpeak,deltaSW,deltaCL,deltaCW,deltaCCR,deltaCFR,deltaTNC,deltaCFLIT,deltaCFLITA,deltaCFLITB,deltaCCLITB,deltaCSOIL,deltaNCAN,deltaNWOOD,deltaNCR,deltaNFR,deltaNSTOR,deltaNLIT,deltaNRLIT,deltaNDW,deltaNSOIL,model,model_date,model_version,co2,site,CVEG,CVEG_noTNC,CVEGpeak,CVEGpeak_noTNC,NVEG,NVEG_noSTOR,NUE,PNUE,WUE,WUENPP,CUEn,CUEr,TLAI
        2005,       183.0,    533.2453,   168.81655,   16562.749,   15.524993,  289.559369,  1.95950164,  68.6197663,   0.2555000,  33.09352570,  245.938618,  103.606227,          NA,          NA,  212.845093,  142.332391,          NA,          NA,          NA,          NA,   70.512702,          NA,  185.257900,  66.8704000,  116.706300,  1.68120000,0.000000e+00,   0.0000000,  5357.67440, 18569.624375,  25.0907325,7.346245e+02,          NA,2.955813e+01, 1.966355e+01,  102.070664,  56.4658233,   45.604841,3.016589e+02,    594.0319,   21.323859,  43.1900012,          NA,  23.3918265,  7.61891650,   28.108527,          NA,   22.388204, 45.67985617,  171.293741,  55.7385202, 0.045479160,  1.12370946,4.606038e+00,          NA,   1.1048640, 0.267081887,  0.55028570,  0.49602916,1.922651e+00,    56.82039,1.114094e-01,5.670898e+01,1.404837e-01, 0.599662058, 0.314018862,           NA, 6.808823e-01,  1.74079652,          NA,   1.6704981,  0.11219211, 2.384162e-01,  0.79937266, 0.3075801220,          NA, 0.825748782,5.515931e+02,0.0069341949,  0.26108216, 0.261082158,  0.99520651,  0.53476915, 0.019465774,          NA,  0.15499931,  0.65880827,   1.3919674,   32.488741,   31.641683,          NA,  740.431994,  29.1214541,  -5.62100000,  -6.84845416,  -2.4937365,          NA, 9.020753e-01,   6.5710053,   3.9652685,   3.89246786,   0.07280063,  28.0137431,   2.66842798,-0.3390385450,-0.0258635638,          NA,-0.013994136, 2.717877e-01, 0.045797117,-0.0335514441, 0.1717806373,-2.656158e-02,OCNX,150622,           1,ELE,NDFF,   808.93692,   789.27336,   833.68387,   804.56242,   7.1016932,   6.8346113,   59.516564,   176.68418,   3.6778398,   1.54935857,  0.42126864,  0.42126864, 0.390384374
        2006,       183.0,    529.0982,    98.79638,   16943.595,   15.636609,  289.708619,  2.17617342,  60.0436814,   0.2555000,  -7.34453987,  159.553403,   52.096364,          NA,          NA,  166.897943,  107.457038,          NA,          NA,          NA,          NA,   59.440904,          NA,  117.475000,  37.8160000,   78.853400,  0.80540000,0.000000e+00,   0.0000000,  3397.11800, 18689.521773,  20.1628123,7.350718e+02,          NA,2.702102e+01, 1.451259e+01,  101.771048,  56.0931560,   45.677892,3.139772e+02,    595.2556,   18.071273,  21.5938850,          NA,  17.1992090,  2.97002260,   18.060991,          NA,   19.681976, 17.17289014,  123.837021,  61.2514363, 0.047115719,  0.94545331,4.593262e+00,          NA,   1.0358971, 0.602779694,  0.53803751,  0.47969589,1.998036e+00,    56.77348,1.382520e-01,5.663523e+01,1.285267e-01, 0.446567358, 0.108533868,           NA, 6.083722e-01,  1.48678271,          NA,   1.5173341,  0.12380964, 2.283903e-01,  0.87346912, 0.1457846852,          NA, 0.705297942,3.641269e+02,0.0035705218,  0.26092911, 0.260929109,  0.99443564,  0.41549233, 0.019542421,          NA,  0.14531250,  0.53499499,   1.3271337,   27.830017,   29.559939,          NA,  738.726670,  25.0796254,  -6.85690000,   0.01320801,   4.4207056,          NA,-2.475583e+00,  -8.0260696,  -2.2913589,  -2.00164793,  -0.28971098,   3.5604956,  -2.34855618, 0.0121212961, 0.0177058795,          NA,-0.048053988, 2.154173e-01, 0.002161650,-0.0077097447, 0.0215485003,-1.695738e-01,OCNX,150622,           1,ELE,NDFF,   796.76825,   782.25566,   821.19625,   796.11663,   7.1773919,   6.5746122,   35.039663,   120.22406,   4.2192036,   1.37762758,  0.32651365,  0.32651365, 0.305369102
        2007,       183.0,    454.5235,   142.72629,   17417.613,   16.105587,  290.549714,  2.28549479,  52.1233296,   0.2555000,  -9.98465296,  114.022010,   36.009943,          NA,          NA,  124.006663,   78.012067,          NA,          NA,          NA,          NA,   45.994596,          NA,  114.628400,  29.1579000,   84.975700,  0.49410000,0.000000e+00,   0.0000000,  3315.00060, 19446.071405,  17.8679666,7.378928e+02,          NA,2.217003e+01, 1.065683e+01,   98.397282,  53.0495180,   45.347764,3.147392e+02,    593.7322,   15.096720,  12.4295752,          NA,  12.6459547,  1.59344503,   10.617234,          NA,   15.984694, 10.32376838,  102.366406,  63.9642254, 0.048142321,  0.86001946,4.600185e+00,          NA,   0.8770142, 0.987106709,  0.48301589,  0.47454110,2.002232e+00,    56.70052,1.841961e-01,5.651632e+01,9.545280e-02, 0.244223939, 0.069181193,           NA, 5.086360e-01,  0.89380437,          NA,   0.9335933,  0.12934129, 2.601030e-01,  0.67853609, 0.0886408357,          NA, 0.495207030,2.477549e+02,0.0030203104,  0.24630567, 0.246305670,  0.96200318,  0.22347184, 0.019290639,          NA,  0.12302220,  0.38647804,   1.0818582,   21.934143,   24.733554,          NA,  739.281943,  16.7547850,  10.02580000,   4.45593813,   2.1054529,          NA,-3.360439e+00,  -5.8529285,  -5.8567426,  -6.08114187,   0.22439928,  -2.5223599,   1.17764285, 0.2093903669, 0.0001722099,          NA,-0.137428168,-7.279875e-02,-0.134882422, 0.0062761157,-0.0161937618, 1.123058e-01,OCNX,150622,           1,ELE,NDFF,   788.58762,   777.93079,   802.70442,   785.94964,   7.3243251,   6.3372184,   40.288394,   105.39460,   3.9105015,   1.23499782,  0.31581572,  0.31581572, 0.284838563
        2008,       183.5,    385.5362,    12.41012,   17585.423,   17.191199,  290.955987,  2.40292486,  48.4634568,   0.2562000,  21.25713193,  177.292135,   69.684202,          NA,          NA,  156.035003,  107.607933,          NA,          NA,          NA,          NA,   48.427070,          NA,   86.026000,  58.6899000,   27.179500,  0.15660000,0.000000e+00,   0.0000000,  2487.40170, 19940.436404,  21.0006447,7.448337e+02,          NA,2.568381e+01, 1.546363e+01,   99.772792,  53.8676221,   45.905170,3.121489e+02,    594.4872,   16.078285,  18.6346658,          NA,  21.3029609,  2.74019745,   21.299100,          NA,   18.520539,  9.98162623,  133.727574,  58.8150012, 0.046988777,  0.98572955,4.634831e+00,          NA,   1.0130605, 0.673198797,  0.51832899,  0.48623225,1.985509e+00,    56.66742,1.679076e-01,5.649951e+01,1.058305e-01, 0.493981995, 0.071285984,           NA, 5.864071e-01,  1.39501974,          NA,   1.3548295,  0.11588159, 2.196852e-01,  0.71202921, 0.1367524280,          NA, 0.831121502,4.212219e+02,0.0055466194,  0.22640130, 0.226401296,  0.89161819,  0.47454280, 0.019237032,          NA,  0.14249436,  0.56145317,   1.3278156,   28.775653,   28.149973,          NA,  749.291745,  23.5765156,           NA,           NA,          NA,          NA,           NA,          NA,          NA,           NA,           NA,          NA,           NA,           NA,           NA,          NA,          NA,           NA,          NA,           NA,           NA,           NA,OCNX,150622,           1,ELE,NDFF,   806.98175,   791.51813,   829.79389,   806.21737,   7.3068198,   6.6336210,   49.952126,   133.52165,   3.0208287,   1.18732869,  0.39304734,  0.39304734, 0.438876578
        1996,       183.5,    376.5378,  1164.95522,    8001.540,   22.683764,  295.744478,  0.70587131,  93.3747809,   0.4392000,-143.99951465, 2301.673296,  804.145972,          NA,          NA, 2445.672811, 1497.527325,          NA,          NA,          NA,          NA,  948.145486,          NA,  652.872700, 380.1773000,   38.987800,233.70700000,2.323450e+01, 441.4614000, 18881.92720,  1526.578843, 360.1212795,1.413181e+04,          NA,3.853131e+02, 2.374283e+02,  488.723556, 160.6041780,  328.119378,3.566071e+03,   5547.7686,  156.359583, 419.7625307,          NA, 277.9945199, 52.71778469,  147.857791,          NA,  273.428261, 89.64455002, 2025.764670,  65.0640671, 0.028633659, 10.31601972,5.798545e+01,          NA,   9.3763843, 0.016312276,  1.10250759,  2.28851396,1.485151e+01,   491.14910,1.856258e-01,4.909635e+02,1.002740e-01, 2.150890162, 0.367836888,           NA, 5.334972e+00, 12.42406839,          NA,  12.8464437,  0.42725682, 4.996883e-01,  5.32753690, 1.8754781679,          NA, 7.482140572,2.897642e+03,0.1052270863,  0.80014096, 0.800140959,  1.00000002,  2.08525707, 0.239207290,          NA,  1.31881946,  5.60131079,  11.3351270,  364.420305,  391.976989,          NA,14286.072043, 294.1187416,  17.65980000,   8.46804759, 330.1623052,          NA, 4.401721e+00,-103.6427733, -30.4375129, -10.08141851, -20.35609437,-318.5582238, -31.65197039, 1.0853512631, 1.2687137987,          NA, 0.826636451,-1.523018e-03,-0.061070922,-0.1808309203,-1.3321455774,-1.920953e+00,OCNX,150622,           1,AMB,KSCO, 15114.66786, 14877.23957, 15336.58808, 15042.46934,  77.6941653,  77.6778531,   64.724851,   203.05668,   6.0542102,   2.11518671,  0.34937451,  0.34937451, 0.187671009
        1997,       183.0,    376.5358,  1290.98936,    6953.950,   23.542951,  296.511076,  0.82038548,  97.9470575,   0.4380000,-487.78933716, 1901.595255,  434.722803,          NA,          NA, 2389.384592, 1466.872452,          NA,          NA,          NA,          NA,  922.512140,          NA,  400.124600, 261.8478000,   31.543200,106.73280000,4.419390e+01, 839.6926000, 11572.12940,  4726.469138, 361.9195226,1.436785e+04,          NA,3.632393e+02, 1.154078e+02,  449.641207, 149.7499339,  299.891273,3.256600e+03,   5501.4527,  148.012650, 222.5911992,          NA, 207.9034932, 27.86880066,  156.439090,          NA,  257.431512,105.83016279, 2030.541991,  65.0568265, 0.033361621, 12.07131358,5.897078e+01,          NA,  10.1917246, 0.014696644,  1.06516799,  2.12576346,1.355712e+01,   488.62072,2.312789e-01,4.883894e+02,1.000000e-01, 2.656254664, 0.434387653,           NA, 5.793748e+00, 12.91290769,          NA,  13.9615435,  0.54978535, 9.984342e-01,  7.43936735, 1.1853908585,          NA, 7.647494600,2.771368e+03,0.0703783698,  1.05183667, 1.051836673,  1.00000002,  2.56667918, 0.241092911,          NA,  1.42958312,  5.58639516,  13.4911684,  363.431519,  381.308375,          NA,14424.723553, 203.4955274,   3.52720000,  -8.51159063, 116.2950167,          NA,-4.967357e+01,-170.5901636, -38.9180763,  -8.66806106, -30.25001520,-274.4333952, -55.32789024, 2.2260351009, 0.5079129974,          NA, 0.422687965,-1.168191e-02,-0.001824086,-0.0819760685,-1.1485974866,-2.780658e+00,OCNX,150622,           1,AMB,KSCO, 15208.42063, 15093.01280, 15372.95897, 15169.46345,  81.2485188,  81.2338222,   33.665756,   140.95112,   7.2622159,   1.66021178,  0.22860953,  0.22860953, 0.128954634
        1998,       183.0,    371.0311,   844.05750,    7396.001,   23.808070,  296.764598,  0.98402411,  89.5692921,   0.4380000,-431.86142788, 1927.767896,  352.750098,          NA,          NA, 2359.629323, 1575.017797,          NA,          NA,          NA,          NA,  784.611526,          NA,  366.239800, 299.3270000,   20.386800, 46.52760000,2.425530e+01, 460.8503000, 10592.14220,  6808.777381, 338.6685127,1.442558e+04,          NA,2.945161e+02, 2.463663e+01,  424.983074, 150.0283912,  274.954683,3.039727e+03,   5446.0102,  111.275062, 116.6453386,          NA, 112.4051439, 14.51283641,  160.807475,          NA,  209.265789,133.53947336, 1899.898643,  65.0632808, 0.041366302, 13.91069872,5.924031e+01,          NA,  10.0346806, 0.105575810,  1.19838782,  2.11622581,1.264789e+01,   486.30881,3.985172e-01,4.859103e+02,1.000000e-01, 3.390339726, 0.548389520,           NA, 5.723258e+00, 11.22882030,          NA,  12.8720721,  0.76772011, 9.511583e-01,  8.33531264, 0.6783030076,          NA, 6.536679815,2.891859e+03,0.0659068534,  1.13047105, 1.130471051,  0.99999980,  3.26064707, 0.237109454,          NA,  1.40755470,  5.48835504,  15.1545108,  357.054181,  331.634800,          NA,14467.184538,  83.4170553,  -3.75300000, -49.17074625, -16.9813746,          NA,-9.657917e+01,  -2.2248738, -32.4433657,  -0.75933240, -31.68403331,-171.8999751, -59.30786855, 1.7051114688,-0.1075343185,          NA,-0.584269520, 5.217212e-02, 0.114178010,-0.1388114614,-0.7224390295,-1.425769e+00,OCNX,150622,           1,AMB,KSCO, 15083.39729, 15058.76065, 15239.29057, 15155.87352,  83.2912618,  83.1856860,   31.414707,   127.20753,   6.4403408,   1.17847738,  0.18298370,  0.18298370, 0.157548931
        1999,       183.0,    374.1392,  1206.09469,    7119.661,   22.797002,  295.790749,  0.82192712,  94.1192216,   0.4380000,-300.33776437, 2028.197463,  432.631165,          NA,          NA, 2328.535227, 1595.566298,          NA,          NA,          NA,          NA,  732.968930,          NA,  382.545400, 314.0765000,   22.730500, 45.73890000,4.105850e+01, 780.1144000, 11063.73130,  5206.574096, 326.4145170,1.435124e+04,          NA,2.430072e+02, 1.182647e+01,  388.571360, 145.7163369,  242.855023,2.883232e+03,   5380.6802,  172.021164,  65.2861956,          NA, 179.1942447,  8.06782693,  152.928538,          NA,  173.105591,157.65177992, 1831.240723,  65.0600162, 0.045910399, 14.96397289,5.886178e+01,          NA,   9.5797559, 0.658646572,  1.22575733,  1.99828138,1.198880e+01,   484.61598,6.297801e-01,4.839862e+02,9.909230e-02, 3.583527180, 0.646611839,           NA, 5.480480e+00, 10.59264780,          NA,  13.3340946,  0.92837374, 2.358413e+00,  7.79370257, 0.4295279693,          NA, 7.089316906,2.786080e+03,0.0723167618,  1.21261062, 1.212610617,  1.00000002,  3.41884204, 0.227687543,          NA,  1.34374287,  5.24918473,  15.8130551,  341.619100,  254.018738,          NA,14385.512928,  31.4313745,   1.23280000,  18.99246803, -92.3956596,          NA, 6.140661e+00,   7.3224404, -29.8283630,  -3.95412500, -25.87423803,-141.0387129, -70.47878713, 0.5856220845,-0.4448655358,          NA, 0.256814485, 1.658266e-01,-0.001408743,-0.0374231379,-0.5953064838,-2.692620e+00,OCNX,150622,           1,AMB,KSCO, 14932.49121, 14920.66474, 15012.58214, 14981.15077,  84.0641523,  83.4055057,   40.842589,   128.26095,   6.4576543,   1.37747066,  0.21330821,  0.21330821, 0.171510220
        2000,       183.5,    379.2280,   911.38272,    7433.847,   22.658431,  295.728999,  0.90172213,  93.4849071,   0.4026000,-244.50149339, 2054.486501,  427.021017,          NA,          NA, 2298.987994, 1627.465484,          NA,          NA,          NA,          NA,  671.522510,          NA,  381.578700, 315.4163000,   22.549800, 43.61350000,2.627510e+01, 499.2274000, 11035.64770,  5954.389273, 319.7033717,1.430344e+04,          NA,2.372824e+02, 2.075177e+01,  366.936776, 144.8681872,  222.068589,2.762071e+03,   5306.6802,  129.337513, 120.8244844,          NA, 163.1533163, 14.92369776,  137.525223,          NA,  169.630780,166.08999077, 1798.277256,  65.0681059, 0.047699183, 15.23393244,5.873251e+01,          NA,   9.7023792, 0.703144568,  1.30563669,  1.97563039,1.147658e+01,   481.97007,7.360381e-01,4.812340e+02,9.333507e-02, 3.370504000, 0.681997891,           NA, 5.571595e+00, 10.28060902,          NA,  12.6922663,  0.97177730, 1.872618e+00,  6.63838897, 0.8068531609,          NA, 6.943032743,2.878412e+03,0.0693751085,  1.21249542, 1.212495423,  1.00000002,  3.19341159, 0.222117284,          NA,  1.36467173,  5.09689339,  15.8881540,  331.707905,  246.259386,          NA,14350.494985,  56.6052751,   2.15330000,  -8.11844099, -45.2885428,          NA,-6.380100e+00,   0.1518232, -12.9778939,   0.46629445, -13.44418838,-100.6902098, -69.72145079, 0.2755480197,-0.0973435853,          NA, 0.017462968,-1.403705e-01, 0.053285882, 0.0602120688,-0.4264195594,-2.086927e+00,OCNX,150622,           1,AMB,KSCO, 14881.17606, 14860.42429, 14985.06755, 14928.46228,  84.3719675,  83.6688229,   41.536549,   129.30933,   6.5135711,   1.35383307,  0.20784805,  0.20784805, 0.175399149
        2001,       183.0,    384.0561,  1320.09521,    7153.679,   23.085254,  295.983212,  0.73133589,  97.0318214,   0.4015000,-271.65146230, 2098.157537,  423.925023,          NA,          NA, 2369.808999, 1674.232514,          NA,          NA,          NA,          NA,  695.576485,          NA,  404.067500, 301.1394000,   29.335900, 73.59130000,4.614260e+01, 876.7010000, 11686.12610,  5564.544697, 313.8195701,1.423920e+04,          NA,2.327272e+02, 1.760219e+01,  352.008218, 143.9615534,  208.046664,2.659721e+03,   5236.6596,  136.869180, 110.7529221,          NA, 161.6002035, 13.68883318,  142.840564,          NA,  166.065897,173.59217862, 1760.558672,  65.0610724, 0.049038416, 15.38464938,5.853757e+01,          NA,   9.8065042, 0.282874604,  1.31461920,  1.95082490,1.104385e+01,   479.63184,7.828546e-01,4.788490e+02,9.075149e-02, 3.590833718, 0.713645632,           NA, 5.622074e+00,  9.83949090,          NA,  13.9349164,  1.07417409, 3.414052e+00,  6.60248513, 0.7631974587,          NA, 6.837439485,2.766806e+03,0.0750329569,  1.19720229, 1.197202293,  1.00000002,  3.40295015, 0.215208287,          NA,  1.37554863,  4.92509646,  15.8395438,  320.527297,  237.785851,          NA,14284.187861,  41.3209060,  -3.65230000,  -6.18965500, -62.3575721,          NA,-4.628307e+00,   0.8279857, -18.4285491,  -3.27752602, -15.15102311,-109.6843126, -72.83040562,-0.4014798764,-0.1620933782,          NA,-0.172058905, 9.143746e-02,-0.043582516,-0.1304146940,-0.4625173958,-2.754106e+00,OCNX,150622,           1,AMB,KSCO, 14803.34399, 14785.74180, 14883.82192, 14842.50101,  84.0116005,  83.7287259,   43.084040,   132.46326,   6.9673963,   1.40773682,  0.20204633,  0.20204633, 0.171047637
        2002,       183.0,    384.2820,  1123.89139,    7434.733,   23.305703,  296.230477,  0.88881096,  94.0771003,   0.4015000,-236.16070483, 2069.557733,  402.766981,          NA,          NA, 2305.718438, 1666.790753,          NA,          NA,          NA,          NA,  638.927686,          NA,  408.788400, 326.7077000,   28.308800, 53.77100000,3.535610e+01, 671.7664000, 11822.68270,  6130.356251, 303.7607449,1.416264e+04,          NA,2.250823e+02, 1.337407e+01,  340.799271, 142.8145311,  197.984740,2.563606e+03,   5164.0775,  124.939528,  97.5698167,          NA, 152.7099932, 12.07172198,  135.346968,          NA,  160.763433,182.31200662, 1704.029204,  65.0647018, 0.049814632, 15.12669881,5.830359e+01,          NA,   9.6256890, 0.433030519,  1.33387364,  1.93140990,1.063839e+01,   476.99835,8.598205e-01,4.761385e+02,8.179478e-02, 3.469006017, 0.750529629,           NA, 5.524931e+00,  9.66558673,          NA,  12.7909659,  1.06758719, 2.839494e+00,  6.57814228, 0.6920826378,          NA, 6.711311978,2.889231e+03,0.0647592751,  1.04474690, 1.044746900,  1.00000002,  3.27403830, 0.209036140,          NA,  1.35018585,  4.76883775,  15.4847547,  310.357913,  230.187883,          NA,14204.155765,  31.1934342,   3.92360000, -10.40374110, -84.7235780,          NA,-8.049703e+00,  14.5028475,  -1.9240303,   2.72204181,  -4.64607211, -77.0173461, -70.64466406,-0.1675976968,-0.2672253744,          NA,-0.161332140, 3.326899e-04, 0.110185824, 0.0864548789,-0.3255648025,-2.760865e+00,OCNX,150622,           1,AMB,KSCO, 14704.85452, 14691.48045, 14775.89500, 14744.70156,  83.4890042,  83.0559737,   41.670205,   133.65131,   6.3345851,   1.23280529,  0.19461500,  0.19461500, 0.191726585
        2003,       183.0,    383.4649,  1069.20327,    7417.524,   22.759455,  295.656322,  0.82775890,  94.9318512,   0.4015000,-116.87989461, 2125.918770,  519.300083,          NA,          NA, 2242.798664, 1606.618687,          NA,          NA,          NA,          NA,  636.179978,          NA,  423.985600, 340.7587000,   30.900200, 52.32700000,3.267140e+01, 620.7544000, 12262.18910,  5038.874350, 300.1786233,1.414968e+04,          NA,2.222478e+02, 3.516316e+01,  339.196166, 145.4305251,  193.765641,2.483148e+03,   5099.5710,  130.514181, 210.0962801,          NA, 156.4168640, 26.00176630,  133.117943,          NA,  158.538769,169.30372894, 1683.943338,  65.0646061, 0.048963864, 14.69638810,5.851897e+01,          NA,   9.3627610, 0.068451322,  1.41656710,  1.95651710,1.030015e+01,   474.46254,8.397397e-01,4.736228e+02,8.492231e-02, 3.344524584, 0.700178682,           NA, 5.365583e+00,  9.97146935,          NA,  13.5911141,  1.07727800, 2.672396e+00,  5.96030154, 1.4689452272,          NA, 6.302221421,2.892836e+03,0.0700987074,  1.06909061, 1.069090608,  1.00000002,  3.16836764, 0.207598877,          NA,  1.31330520,  4.65450195,  15.2845587,  302.916905,  224.296341,          NA,14189.890177,  85.9740583,  -3.86100000,  -2.60150472,  40.8462919,          NA,-2.120118e+00,  -4.4535103,   0.1119893,   4.11774865,  -4.00575938, -85.6254547, -65.01274576,-0.5491678863, 0.5613244687,          NA,-0.375645013,-1.418536e-01, 0.097623115,-0.0282977093,-0.3572286491,-2.508566e+00,OCNX,150622,           1,AMB,KSCO, 14707.26975, 14672.10659, 14803.07748, 14717.10342,  82.6465717,  82.5781203,   52.078592,   139.08931,   6.2387806,   1.52395253,  0.24427090,  0.24427090, 0.202357581
        2004,       183.5,    403.8753,  1250.97036,    7876.647,   22.728267,  295.753356,  0.91313005,  92.6282008,   0.3660000,  71.33861009, 2123.324948,  692.572940,          NA,          NA, 2051.986338, 1430.752008,          NA,          NA,          NA,          NA,  621.234330,          NA,  428.574700, 347.0081000,   39.600400, 41.96730000,4.086070e+01, 776.3561000, 12394.93940,  6067.590754, 261.3617652,1.419968e+04,          NA,2.135290e+02, 8.360426e+01,  372.088729, 180.6865443,  191.402185,2.400918e+03,   5038.1215,  121.890404, 202.0228216,          NA, 108.6148492, 25.00899431,  232.392565,          NA,  152.545020,157.48239274, 1470.235749,  65.0598239, 0.058090904, 14.34970751,5.910310e+01,          NA,   8.7302350, 0.044122977,  1.46929553,  1.94689659,9.959236e+00,   471.69688,8.500722e-01,4.708468e+02,8.243896e-02, 3.152847027, 0.655469014,           NA, 5.008950e+00,  8.53431772,          NA,  12.2454219,  1.00002247, 3.027482e+00,  6.44664935, 1.3771477490,          NA, 4.174784494,2.949892e+03,0.0650255083,  1.13022226, 1.130222257,  1.00000002,  2.99345384, 0.210054090,          NA,  1.22793643,  4.62394798,  15.0162885,  300.928434,  222.643412,          NA,14242.546395, 259.9724840,   2.69480000,-110.47156045,  44.0556917,          NA,-4.426495e+01, 233.6523987,  82.1406905,  85.97397971,  -3.83328926, -81.2479702, -52.74222049, 0.2967189853, 0.5079303043,          NA,-2.072282443,-2.827883e-02,-0.024964009,-0.0918755901,-0.3347866421,-1.747495e+00,OCNX,150622,           1,AMB,KSCO, 14758.17199, 14674.56773, 15026.09072, 14766.11824,  82.2271614,  82.1830384,   81.151530,   141.40145,   6.1189492,   1.99584085,  0.32617379,  0.32617379, 0.236022080
        2005,       183.0,    403.7341,  1200.21120,    7661.828,   22.791805,  295.864402,  0.83856055,  96.2444792,   0.3650000,-490.54223305, 1938.116270,   87.514997,          NA,          NA, 2428.658503, 1850.601273,          NA,          NA,          NA,          NA,  578.057230,          NA,  371.821900, 287.5539000,   61.623900, 22.64360000,4.175640e+01, 793.3777000, 10753.55420,  7392.260415, 181.7489262,1.410436e+04,          NA,1.372691e+02, 2.608119e+02,  371.122888, 192.6540726,  178.468816,2.322868e+03,   4983.0521,   55.711014,   0.1398103,          NA,  36.9480558,  0.02663682,   78.085512,          NA,   97.926554,170.82985965, 1020.234088,  65.0225139, 0.080350935, 14.60374373,5.866935e+01,          NA,   6.2559445, 0.011949389,  1.21372027,  1.74701210,9.637966e+00,   471.26610,1.161970e+00,4.701041e+02,4.343251e-02, 3.218072019, 0.710542702,           NA, 3.585799e+00,  3.41399263,          NA,   9.0863457,  1.14190996, 4.589789e+00,  4.45796528, 0.0005556693,          NA, 3.078436515,2.559724e+03,0.0577159593,  1.00454348, 1.004543476,  1.00000002,  3.04145110, 0.201189480,          NA,  0.87751513,  2.90543975,  15.1820657,  188.931182,  175.753115,          NA,14185.649560, 272.6741661,  -3.37070000, -22.54451153,-170.8137391,          NA,-6.073334e+01, -10.1833369, -97.8406092, -76.75581212, -21.08479705, -68.0977459, -60.91159964,-1.8152048619,-0.9116526835,          NA,-1.373675167,-1.566527e-04,-0.311100119,-0.2399807976,-0.2807923646,-3.288558e-01,OCNX,150622,           1,AMB,KSCO, 14684.18508, 14423.37317, 14823.00802, 14550.33386,  79.5409888,  79.5290394,   25.634208,   127.65827,   6.7400104,   0.30434293,  0.04515467,  0.04515467, 0.281850904
        2006,       183.0,    385.5623,   660.01699,    8201.783,   23.141471,  296.289848,  0.92230027,  91.5015578,   0.3650000,-417.43082973, 1716.886162,   77.349957,          NA,          NA, 2134.316992, 1639.536206,          NA,          NA,          NA,          NA,  494.780787,          NA,  382.544000, 300.8853000,   66.159200, 15.50080000,1.354130e+01, 257.2834000, 11063.65700,  9198.546447, 140.4368627,1.390963e+04,          NA,9.997700e+01, 2.452008e+02,  299.834000, 141.2770949,  158.556905,2.289889e+03,   4914.9190,   40.629925,   0.2400182,          NA,  42.9608624,  0.04651146,   86.821501,          NA,   71.692262,219.45752735,  788.634277,  64.9964008, 0.080314864, 11.27941463,5.766583e+01,          NA,   5.6682868, 0.012568235,  1.15077144,  1.61139415,9.501682e+00,   472.08101,1.560169e+00,4.705208e+02,6.006596e-03, 3.567738997, 0.909762327,           NA, 3.269830e+00,  2.29246786,          NA,   5.6081534,  1.10366162, 2.369490e+00,  3.24040111, 0.0008572898,          NA, 3.425012703,2.364035e+03,0.0545364348,  0.96209708, 0.962097080,  1.00000002,  3.39058268, 0.188741163,          NA,  0.79508498,  2.52765129,  13.2028125,  164.336595,  115.019770,          NA,14014.835821, 254.5877588,           NA,           NA,          NA,          NA,           NA,          NA,          NA,           NA,           NA,          NA,           NA,           NA,           NA,          NA,          NA,           NA,          NA,           NA,           NA,           NA,OCNX,150622,           1,AMB,KSCO, 14395.24507, 14150.04428, 14548.77994, 14294.19219,  74.6261011,  74.6135328,   33.740912,   130.03943,   5.7061151,   0.25707456,  0.04505247,  0.04505247, 0.381527038
